ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
9069,7732,NB hemolyt dis-isoim NEC,Hemolytic disease of fetus or newborn due to other and unspecified isoimmunization
9075,7742,Neonat jaund preterm del,Neonatal jaundice associated with preterm delivery
9100,80375,Opn skl fx NEC-deep coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
9115,85202,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
9119,85206,Subarach hem-coma NOS,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
9129,85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
9130,85221,Subdural hem w/o coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
9131,85222,Subdural hem-brief coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
9135,85226,Subdural hemorr-coma NOS,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
9136,85229,Subdural hem-concussion,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
9146,85241,Extradural hem w/o coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
9208,71844,Jt contracture-hand,"Contracture of joint, hand"
9239,7746,Fetal/neonatal jaund NOS,Unspecified fetal and neonatal jaundice
9241,7750,Infant diabet mother syn,"Syndrome of ""infant of a diabetic mother"""
9245,7754,Hypocalcem/hypomagnes NB,Hypocalcemia and hypomagnesemia of newborn
9246,7755,Neonatal dehydration,Other transitory neonatal electrolyte disturbances
9247,7756,Neonatal hypoglycemia,Neonatal hypoglycemia
9248,7757,Late metab acidosis NB,Late metabolic acidosis of newborn
9253,7761,Neonatal thrombocytopen,Transient neonatal thrombocytopenia
9256,7764,Polycythemia neonatorum,Polycythemia neonatorum
9258,7766,Anemia of prematurity,Anemia of prematurity
9259,7767,Neonatal neutropenia,Transient neonatal neutropenia
9262,7771,Meconium obstruction,Meconium obstruction in fetus or newborn
9271,7778,Perinat GI sys dis NEC,Other specified perinatal disorders of digestive system
9276,7783,NB hypothermia NEC,Other hypothermia of newborn
10972,V188,Fm hx-infect/parasit dis,Family history of infectious and parasitic diseases
10977,V192,Family hx-deafness,Family history of deafness or hearing loss
10986,V202,Routin child health exam,Routine infant or child health check
11046,V626,Refusal of treatment,Refusal of treatment for reasons of religion or conscience
11050,V6284,Suicidal ideation,Suicidal ideation
12472,88013,Open wnd upper arm-compl,"Open wound of upper arm, complicated"
12480,88101,Open wound of elbow,"Open wound of elbow, without mention of complication"
12481,88102,Open wound of wrist,"Open wound of wrist, without mention of complication"
12487,88122,Opn wound wrist w tendon,"Open wound of wrist, with tendon involvement"
12488,8820,Open wound of hand,"Open wound of hand except finger(s) alone, without mention of complication"
12503,94800,Bdy brn < 10%/3d deg NOS,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
12749,E8230,Oth coll stndng obj-driv,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
11932,V420,Kidney transplant status,Kidney replaced by transplant
11933,V421,Heart transplant status,Heart replaced by transplant
11934,V422,Heart valve transplant,Heart valve replaced by transplant
11939,V427,Liver transplant status,Liver replaced by transplant
11940,V4281,Trnspl status-bne marrow,Bone marrow replaced by transplant
11941,V4282,Trspl sts-perip stm cell,Peripheral stem cells replaced by transplant
11942,V4283,Trnspl status-pancreas,Pancreas replaced by transplant
11950,V433,Heart valve replac NEC,Heart valve replaced by other means
11957,V4364,Joint replaced hip,Hip joint replacement
11958,V4365,Joint replaced knee,Knee joint replacement
11966,E9293,Late eff accidental fall,Late effects of accidental fall
11970,E9299,Late eff accident NOS,Late effects of unspecified accident
11971,E9300,Adv eff penicillins,Penicillins causing adverse effects in therapeutic use
11972,E9301,Adv eff antifung antbiot,Antifungal antibiotics causing adverse effects in therapeutic use
12235,9051,Late eff spine/trunk fx,Late effect of fracture of spine and trunk without mention of spinal cord lesion
12237,9053,Late eff femoral neck fx,Late effect of fracture of neck of femur
12238,9054,Late effect leg fx,Late effect of fracture of lower extremities
12248,9064,Late effect of crushing,Late effect of crushing
12254,9070,Lt eff intracranial inj,Late effect of intracranial injury without mention of skull fracture
12256,9072,Late eff spinal cord inj,Late effect of spinal cord injury
12271,9092,Late effect of radiation,Late effect of radiation
12276,9720,Pois-card rhythm regulat,Poisoning by cardiac rhythm regulators
12280,9724,Pois-coronary vasodilat,Poisoning by coronary vasodilators
12282,9726,Pois-antihyperten agent,Poisoning by other antihypertensive agents
12285,9729,Pois-cardiovasc agt NEC,Poisoning by other and unspecified agents primarily affecting the cardiovascular system
13595,95204,C1-c4 spin cord inj NEC,C1-C4 level with other specified spinal cord injury
13605,95214,T1-t6 spin cord inj NEC,T1-T6 level with other specified spinal cord injury
13613,E8261,Ped cycl acc-ped cyclist,Pedal cycle accident injuring pedal cyclist
10140,V4581,Aortocoronary bypass,Aortocoronary bypass status
13974,V8801,Acq absnce cervix/uterus,Acquired absence of both cervix and uterus
13978,V8812,Acq part absnce pancreas,Acquired partial absence of pancreas
14049,V707,Exam-clincal trial,Examination of participant in clinical trial
10446,9181,Superficial inj cornea,Superficial injury of cornea
13041,V063,Vaccin for dtp + polio,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
13044,V066,Nd vac strp pnumn/inflnz,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza
13045,V068,Vac-dis combinations NEC,Need for prophylactic vaccination and inoculation against other combinations of diseases
13048,V071,Desensitiza to allergens,Need for desensitization to allergens
13058,V08,Asymp hiv infectn status,Asymptomatic human immunodeficiency virus [HIV] infection status
13059,V090,Inf mcrg rstn pncllins,Infection with microorganisms resistant to penicillins
13069,V0980,Inf mcr rst ot drg nt ml,Infection with microorganisms without mention of resistance to multiple drugs
13070,V0981,Inf mcrg rstn oth drg ml,Infection with microorganisms with resistance to multiple drugs
13072,V0991,Infc mcrg drgrst mult,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance"
13073,V1000,Hx of GI malignancy NOS,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified"
13074,V1001,Hx of tongue malignancy,Personal history of malignant neoplasm of tongue
13075,V1002,Hx-oral/pharynx malg NEC,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
13076,V1003,Hx-esophageal malignancy,Personal history of malignant neoplasm of esophagus
13078,V1005,Hx of colonic malignancy,Personal history of malignant neoplasm of large intestine
13079,V1006,Hx-rectal & anal malign,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
13080,V1007,Hx of liver malignancy,Personal history of malignant neoplasm of liver
13081,V1009,Hx of GI malignancy NEC,Personal history of malignant neoplasm of other gastrointestinal tract
13082,V1011,Hx-bronchogenic malignan,Personal history of malignant neoplasm of bronchus and lung
13085,V1021,Hx-laryngeal malignancy,Personal history of malignant neoplasm of larynx
13088,V103,Hx of breast malignancy,Personal history of malignant neoplasm of breast
13093,9100,Abrasion head,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
13327,V1049,Hx-male genit malig NEC,Personal history of malignant neoplasm of other male genital organs
13329,V1051,Hx of bladder malignancy,Personal history of malignant neoplasm of bladder
13330,V1052,Hx of kidney malignancy,Personal history of malignant neoplasm of kidney
13336,8832,Open wnd finger w tendon,"Open wound of finger(s), with tendon involvement"
13337,8840,Open wound arm mult/NOS,"Multiple and unspecified open wound of upper limb, without mention of complication"
13342,8860,Amputation finger,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication"
13344,8870,"Amput below elb, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
13345,8871,"Amp below elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
9819,E8811,Fall from scaffolding,Accidental fall from scaffolding
10141,V4582,Status-post ptca,Percutaneous transluminal coronary angioplasty status
10144,V4585,Insulin pump status,Insulin pump status
10145,V4586,Bariatric surgery status,Bariatric surgery status
10146,V4587,Trnsplnt orgn rem status,Transplanted organ removal status
10148,V4589,Post-proc states NEC,Other postprocedural status
10150,V4611,Respirator depend status,"Dependence on respirator, status"
10154,V462,Depend-supplement oxygen,"Other dependence on machines, supplemental oxygen"
10155,V463,Wheelchair dependence,Wheelchair dependence
10183,V4962,Status amput oth fingers,Other finger(s) amputation status
10191,V4972,Status amput othr toe(s),Other toe(s) amputation status
10194,V4975,Status amput below knee,Below knee amputation status
10195,V4976,Status amput above knee,Above knee amputation status
10199,V4983,Await organ transplnt st,Awaiting organ transplant status
10202,V4986,Do not resusctate status,Do not resuscitate status
10203,V4987,Physical restrain status,Physical restraints status
10207,9160,Abrasion hip & leg,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection"
10220,E9509,Poison-solid/liquid NEC,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances
10449,9190,Abrasion NEC,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
10485,9950,Other anaphylactic react,Other anaphylactic reaction
10486,9951,Angioneurotic edema,"Angioneurotic edema, not elsewhere classified"
10493,99529,Adv eff med/biol NEC/NOS,"Unspecified adverse effect of other drug, medicinal and biological substance"
11635,99676,Comp-genitourin dev/grft,"Other complications due to genitourinary device, implant, and graft"
9547,9828,Toxic eff nonpetrol solv,Toxic effect of other nonpetroleum-based solvents
9604,E8796,Abn react-urinary cath,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
9820,E882,Fall from building,Accidental fall from or out of building or other structure
9827,E8842,Fall from chair,Accidental fall from chair
9828,E8843,Fall from wheelchair,Accidental fall from wheelchair
9829,E8844,Fall from bed,Accidental fall from bed
9830,E8845,Fall from furniture NEC,Accidental fall from other furniture
9831,E8846,Fall from commode,Accidental fall from commode
9832,E8849,Fall-1 level to oth NEC,Other accidental fall from one level to another
9834,E8851,Fall from roller skates,Fall from roller skates
9838,E8859,Fall from slipping NEC,"Fall from other slipping, tripping, or stumbling"
9841,E887,"Fracture, cause NOS","Fracture, cause unspecified"
9842,E8880,Fall striking sharp obj,Fall resulting in striking against sharp object
9843,E8881,Fall striking object NEC,Fall resulting in striking against other object
9844,E8888,Fall NEC,Other fall
9845,E8889,Fall NOS,Unspecified fall
9856,E8918,Fire in bldg-accid NEC,Other accident resulting from conflagration in other and unspecified building or structure
9882,V4501,Status cardiac pacemaker,Cardiac pacemaker in situ
9883,V4502,Status autm crd dfbrltr,Automatic implantable cardiac defibrillator in situ
9885,V4511,Renal dialysis status,Renal dialysis status
9887,V452,Ventricular shunt status,Presence of cerebrospinal fluid drainage device
9888,V453,Intestinal bypass status,Intestinal bypass or anastomosis status
9889,V454,Arthrodesis status,Arthrodesis status
11391,9273,Crushing injury finger,Crushing injury of finger(s)
11403,99591,Sepsis,Sepsis
11404,99592,Severe sepsis,Severe sepsis
11405,99593,SIRS-noninf w/o ac or ds,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
11406,99594,SIRS-noninf w ac org dys,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction
11408,99601,Malfunc cardiac pacemake,Mechanical complication due to cardiac pacemaker (electrode)
11409,99602,Malfunc prosth hrt valve,Mechanical complication due to heart valve prosthesis
11412,99609,Malfunc card dev/grf NEC,"Other mechanical complication of cardiac device, implant, and graft"
11413,9961,Malfunc vasc device/graf,"Mechanical complication of other vascular device, implant, and graft"
11414,9962,Malfun neuro device/graf,"Mechanical complication of nervous system device, implant, and graft"
11418,99639,Malfunc gu dev/graft NEC,"Other mechanical complication of genitourinary device, implant, and graft"
11427,99649,Mech com orth dev NEC,"Other mechanical complication of other internal orthopedic device, implant, and graft"
11429,99652,Oth tissue graft malfunc,"Mechanical complication due to graft of other tissue, not elsewhere classified"
